location,date,origin,entries
Rennes les champs libres,2012-04-27 13:00,1er etage vie du citoyen,13
Rennes les champs libres,2012-04-27 13:00,rdc 2,1
Rennes les champs libres,2012-04-27 13:00,rdc 3,173
Rennes les champs libres,2012-04-27 13:00,rdc 4,54
Rennes les champs libres,2012-04-27 13:00,rdc retour,12
Rennes les champs libres,2012-04-27 13:00,rdc vie du citoyen,65
Rennes les champs libres,2012-04-27 14:00,1er etage vie du citoyen,20
Rennes les champs libres,2012-04-27 14:00,rdc 2,5
Rennes les champs libres,2012-04-27 14:00,rdc 3,187
Rennes les champs libres,2012-04-27 14:00,rdc 4,53
Rennes les champs libres,2012-04-27 14:00,rdc retour,6
Rennes les champs libres,2012-04-27 14:00,rdc vie du citoyen,74
Rennes les champs libres,2012-04-27 15:00,1er etage vie du citoyen,12
Rennes les champs libres,2012-04-27 15:00,rdc 2,8
Rennes les champs libres,2012-04-27 15:00,rdc 3,181
Rennes les champs libres,2012-04-27 15:00,rdc 4,54
Rennes les champs libres,2012-04-27 15:00,rdc retour,13
Rennes les champs libres,2012-04-27 15:00,rdc vie du citoyen,65
Rennes les champs libres,2012-04-27 16:00,1er etage vie du citoyen,15
Rennes les champs libres,2012-04-27 16:00,rdc 2,5
Rennes les champs libres,2012-04-27 16:00,rdc 3,225
Rennes les champs libres,2012-04-27 16:00,rdc 4,55
Rennes les champs libres,2012-04-27 16:00,rdc retour,16
Rennes les champs libres,2012-04-27 16:00,rdc vie du citoyen,90
Rennes les champs libres,2012-04-27 17:00,1er etage vie du citoyen,24
Rennes les champs libres,2012-04-27 17:00,rdc 2,11
Rennes les champs libres,2012-04-27 17:00,rdc 3,194
Rennes les champs libres,2012-04-27 17:00,rdc 4,65
Rennes les champs libres,2012-04-27 17:00,rdc retour,12
Rennes les champs libres,2012-04-27 17:00,rdc vie du citoyen,78
Rennes les champs libres,2012-04-27 18:00,1er etage vie du citoyen,10
Rennes les champs libres,2012-04-27 18:00,rdc 2,7
Rennes les champs libres,2012-04-27 18:00,rdc 3,131
Rennes les champs libres,2012-04-27 18:00,rdc 4,28
Rennes les champs libres,2012-04-27 18:00,rdc retour,9
Rennes les champs libres,2012-04-27 18:00,rdc vie du citoyen,62
Rennes les champs libres,2012-04-28 14:00,1er etage vie du citoyen,53
Rennes les champs libres,2012-04-28 14:00,rdc 2,7
Rennes les champs libres,2012-04-28 14:00,rdc 3,459
Rennes les champs libres,2012-04-28 14:00,rdc 4,97
Rennes les champs libres,2012-04-28 14:00,rdc retour,26
Rennes les champs libres,2012-04-28 14:00,rdc vie du citoyen,168
Rennes les champs libres,2012-04-28 15:00,1er etage vie du citoyen,20
Rennes les champs libres,2012-04-28 15:00,rdc 2,11
Rennes les champs libres,2012-04-28 15:00,rdc 3,372
Rennes les champs libres,2012-04-28 15:00,rdc 4,103
Rennes les champs libres,2012-04-28 15:00,rdc retour,36
Rennes les champs libres,2012-04-28 15:00,rdc vie du citoyen,128
Rennes les champs libres,2012-04-28 16:00,1er etage vie du citoyen,37
Rennes les champs libres,2012-04-28 16:00,rdc 2,20
Rennes les champs libres,2012-04-28 16:00,rdc 3,439
Rennes les champs libres,2012-04-28 16:00,rdc 4,117
Rennes les champs libres,2012-04-28 16:00,rdc retour,33
Rennes les champs libres,2012-04-28 16:00,rdc vie du citoyen,133
Rennes les champs libres,2012-04-28 17:00,1er etage vie du citoyen,26
Rennes les champs libres,2012-04-28 17:00,rdc 2,9
Rennes les champs libres,2012-04-28 17:00,rdc 3,340
Rennes les champs libres,2012-04-28 17:00,rdc 4,111
Rennes les champs libres,2012-04-28 17:00,rdc retour,46
Rennes les champs libres,2012-04-28 17:00,rdc vie du citoyen,118
Rennes les champs libres,2012-04-28 18:00,1er etage vie du citoyen,12
Rennes les champs libres,2012-04-28 18:00,rdc 2,8
Rennes les champs libres,2012-04-28 18:00,rdc 3,178
Rennes les champs libres,2012-04-28 18:00,rdc 4,54
Rennes les champs libres,2012-04-28 18:00,rdc retour,14
Rennes les champs libres,2012-04-28 18:00,rdc vie du citoyen,68
Rennes les champs libres,2012-04-29 14:00,1er etage vie du citoyen,66
Rennes les champs libres,2012-04-29 14:00,rdc 2,10
Rennes les champs libres,2012-04-29 14:00,rdc 3,428
Rennes les champs libres,2012-04-29 14:00,rdc 4,130
Rennes les champs libres,2012-04-29 14:00,rdc retour,16
Rennes les champs libres,2012-04-29 14:00,rdc vie du citoyen,196
Rennes les champs libres,2012-04-29 15:00,1er etage vie du citoyen,23
Rennes les champs libres,2012-04-29 15:00,rdc 2,19
Rennes les champs libres,2012-04-29 15:00,rdc 3,301
Rennes les champs libres,2012-04-29 15:00,rdc 4,151
Rennes les champs libres,2012-04-29 15:00,rdc retour,25
Rennes les champs libres,2012-04-29 15:00,rdc vie du citoyen,184
Rennes les champs libres,2012-04-29 16:00,1er etage vie du citoyen,34
Rennes les champs libres,2012-04-29 16:00,rdc 2,14
Rennes les champs libres,2012-04-29 16:00,rdc 3,368
Rennes les champs libres,2012-04-29 16:00,rdc 4,184
Rennes les champs libres,2012-04-29 16:00,rdc retour,41
Rennes les champs libres,2012-04-29 16:00,rdc vie du citoyen,146
Rennes les champs libres,2012-04-29 17:00,1er etage vie du citoyen,25
Rennes les champs libres,2012-04-29 17:00,rdc 2,13
Rennes les champs libres,2012-04-29 17:00,rdc 3,360
Rennes les champs libres,2012-04-29 17:00,rdc 4,155
Rennes les champs libres,2012-04-29 17:00,rdc retour,43
Rennes les champs libres,2012-04-29 17:00,rdc vie du citoyen,110
Rennes les champs libres,2012-04-29 18:00,1er etage vie du citoyen,25
Rennes les champs libres,2012-04-29 18:00,rdc 2,15
Rennes les champs libres,2012-04-29 18:00,rdc 3,226
Rennes les champs libres,2012-04-29 18:00,rdc 4,83
Rennes les champs libres,2012-04-29 18:00,rdc retour,27
Rennes les champs libres,2012-04-29 18:00,rdc vie du citoyen,64
Rennes les champs libres,2012-05-02 12:00,rdc retour,17
Rennes les champs libres,2012-05-02 12:00,rdc 2,3
Rennes les champs libres,2012-05-02 12:00,rdc 3,188
Rennes les champs libres,2012-05-02 12:00,rdc 4,40
Rennes les champs libres,2012-05-02 12:00,rdc vie du citoyen,65
Rennes les champs libres,2012-05-02 12:00,1er etage vie du citoyen,14
Rennes les champs libres,2012-05-02 13:00,rdc retour,13
Rennes les champs libres,2012-05-02 13:00,rdc 3,221
Rennes les champs libres,2012-05-02 13:00,rdc 4,48
Rennes les champs libres,2012-05-02 13:00,rdc vie du citoyen,76
Rennes les champs libres,2012-05-02 13:00,1er etage vie du citoyen,14
Rennes les champs libres,2012-05-02 14:00,rdc retour,17
Rennes les champs libres,2012-05-02 14:00,rdc 2,6
Rennes les champs libres,2012-05-02 14:00,rdc 3,267
Rennes les champs libres,2012-05-02 14:00,rdc 4,69
Rennes les champs libres,2012-05-02 14:00,rdc vie du citoyen,89
Rennes les champs libres,2012-05-02 14:00,1er etage vie du citoyen,13
Rennes les champs libres,2012-05-02 15:00,rdc retour,28
Rennes les champs libres,2012-05-02 15:00,rdc 2,11
Rennes les champs libres,2012-05-02 15:00,rdc 3,250
Rennes les champs libres,2012-05-02 15:00,rdc 4,68
Rennes les champs libres,2012-05-02 15:00,rdc vie du citoyen,85
Rennes les champs libres,2012-05-02 15:00,1er etage vie du citoyen,24
Rennes les champs libres,2012-05-02 16:00,rdc retour,16
Rennes les champs libres,2012-05-02 16:00,rdc 2,4
Rennes les champs libres,2012-05-02 16:00,rdc 3,255
Rennes les champs libres,2012-05-02 16:00,rdc 4,65
Rennes les champs libres,2012-05-02 16:00,rdc vie du citoyen,92
Rennes les champs libres,2012-05-02 16:00,1er etage vie du citoyen,16
Rennes les champs libres,2012-05-02 17:00,rdc retour,30
Rennes les champs libres,2012-05-02 17:00,rdc 2,6
Rennes les champs libres,2012-05-02 17:00,rdc 3,211
Rennes les champs libres,2012-05-02 17:00,rdc 4,58
Rennes les champs libres,2012-05-02 17:00,rdc vie du citoyen,88
Rennes les champs libres,2012-05-02 17:00,1er etage vie du citoyen,17
Rennes les champs libres,2012-05-02 18:00,rdc retour,5
Rennes les champs libres,2012-05-02 18:00,rdc 2,6
Rennes les champs libres,2012-05-02 18:00,rdc 3,143
Rennes les champs libres,2012-05-02 18:00,rdc 4,28
Rennes les champs libres,2012-05-02 18:00,rdc vie du citoyen,41
Rennes les champs libres,2012-05-02 18:00,1er etage vie du citoyen,11
Rennes les champs libres,2012-05-03 12:00,rdc retour,10
Rennes les champs libres,2012-05-03 12:00,rdc 2,6
Rennes les champs libres,2012-05-03 12:00,rdc 3,142
Rennes les champs libres,2012-05-03 12:00,rdc 4,47
Rennes les champs libres,2012-05-03 12:00,rdc vie du citoyen,64
Rennes les champs libres,2012-05-03 12:00,1er etage vie du citoyen,9
Rennes les champs libres,2012-05-03 13:00,rdc retour,9
Rennes les champs libres,2012-05-03 13:00,rdc 2,4
Rennes les champs libres,2012-05-03 13:00,rdc 3,170
Rennes les champs libres,2012-05-03 13:00,rdc 4,36
Rennes les champs libres,2012-05-03 13:00,rdc vie du citoyen,51
Rennes les champs libres,2012-05-03 13:00,1er etage vie du citoyen,15
Rennes les champs libres,2012-05-03 14:00,rdc retour,8
Rennes les champs libres,2012-05-03 14:00,rdc 2,5
Rennes les champs libres,2012-05-03 14:00,rdc 3,182
Rennes les champs libres,2012-05-03 14:00,rdc 4,44
Rennes les champs libres,2012-05-03 14:00,rdc vie du citoyen,54
Rennes les champs libres,2012-05-03 14:00,1er etage vie du citoyen,7
Rennes les champs libres,2012-05-03 15:00,rdc retour,17
Rennes les champs libres,2012-05-03 15:00,rdc 2,8
Rennes les champs libres,2012-05-03 15:00,rdc 3,195
Rennes les champs libres,2012-05-03 15:00,rdc 4,43
Rennes les champs libres,2012-05-03 15:00,rdc vie du citoyen,75
Rennes les champs libres,2012-05-03 15:00,1er etage vie du citoyen,26
Rennes les champs libres,2012-05-03 16:00,rdc retour,14
Rennes les champs libres,2012-05-03 16:00,rdc 2,1
Rennes les champs libres,2012-05-03 16:00,rdc 3,178
Rennes les champs libres,2012-05-03 16:00,rdc 4,53
Rennes les champs libres,2012-05-03 16:00,rdc vie du citoyen,72
Rennes les champs libres,2012-05-03 16:00,1er etage vie du citoyen,16
Rennes les champs libres,2012-05-03 17:00,rdc retour,5
Rennes les champs libres,2012-05-03 17:00,rdc 2,3
Rennes les champs libres,2012-05-03 17:00,rdc 3,140
Rennes les champs libres,2012-05-03 17:00,rdc 4,43
Rennes les champs libres,2012-05-03 17:00,rdc vie du citoyen,56
Rennes les champs libres,2012-05-03 17:00,1er etage vie du citoyen,13
Rennes les champs libres,2012-05-03 18:00,rdc retour,13
Rennes les champs libres,2012-05-03 18:00,rdc 2,3
Rennes les champs libres,2012-05-03 18:00,rdc 3,118
Rennes les champs libres,2012-05-03 18:00,rdc 4,24
Rennes les champs libres,2012-05-03 18:00,rdc vie du citoyen,40
Rennes les champs libres,2012-05-03 18:00,1er etage vie du citoyen,10
Rennes les champs libres,2012-05-04 12:00,rdc retour,15
Rennes les champs libres,2012-05-04 12:00,rdc 2,2
Rennes les champs libres,2012-05-04 12:00,rdc 3,153
Rennes les champs libres,2012-05-04 12:00,rdc 4,36
Rennes les champs libres,2012-05-04 12:00,rdc vie du citoyen,52
Rennes les champs libres,2012-05-04 12:00,1er etage vie du citoyen,8
Rennes les champs libres,2012-05-04 13:00,rdc retour,9
Rennes les champs libres,2012-05-04 13:00,rdc 3,132
Rennes les champs libres,2012-05-04 13:00,rdc 4,37
Rennes les champs libres,2012-05-04 13:00,rdc vie du citoyen,61
Rennes les champs libres,2012-05-04 13:00,1er etage vie du citoyen,5
Rennes les champs libres,2012-05-04 14:00,rdc retour,7
Rennes les champs libres,2012-05-04 14:00,rdc 2,2
Rennes les champs libres,2012-05-04 14:00,rdc 3,199
Rennes les champs libres,2012-05-04 14:00,rdc 4,41
Rennes les champs libres,2012-05-04 14:00,rdc vie du citoyen,73
Rennes les champs libres,2012-05-04 14:00,1er etage vie du citoyen,10
Rennes les champs libres,2012-05-04 15:00,rdc retour,14
Rennes les champs libres,2012-05-04 15:00,rdc 2,3
Rennes les champs libres,2012-05-04 15:00,rdc 3,188
Rennes les champs libres,2012-05-04 15:00,rdc 4,49
Rennes les champs libres,2012-05-04 15:00,rdc vie du citoyen,60
Rennes les champs libres,2012-05-04 15:00,1er etage vie du citoyen,13
Rennes les champs libres,2012-05-04 16:00,rdc retour,16
Rennes les champs libres,2012-05-04 16:00,rdc 2,7
Rennes les champs libres,2012-05-04 16:00,rdc 3,212
Rennes les champs libres,2012-05-04 16:00,rdc 4,59
Rennes les champs libres,2012-05-04 16:00,rdc vie du citoyen,88
Rennes les champs libres,2012-05-04 16:00,1er etage vie du citoyen,13
Rennes les champs libres,2012-05-04 17:00,rdc retour,20
Rennes les champs libres,2012-05-04 17:00,rdc 2,7
Rennes les champs libres,2012-05-04 17:00,rdc 3,175
Rennes les champs libres,2012-05-04 17:00,rdc 4,58
Rennes les champs libres,2012-05-04 17:00,rdc vie du citoyen,63
Rennes les champs libres,2012-05-04 17:00,1er etage vie du citoyen,12
Rennes les champs libres,2012-05-04 18:00,rdc retour,5
Rennes les champs libres,2012-05-04 18:00,rdc 2,3
Rennes les champs libres,2012-05-04 18:00,rdc 3,129
Rennes les champs libres,2012-05-04 18:00,rdc 4,36
Rennes les champs libres,2012-05-04 18:00,rdc vie du citoyen,46
Rennes les champs libres,2012-05-04 18:00,1er etage vie du citoyen,4
Rennes les champs libres,2012-05-05 14:00,rdc retour,24
Rennes les champs libres,2012-05-05 14:00,rdc 2,7
Rennes les champs libres,2012-05-05 14:00,rdc 3,408
Rennes les champs libres,2012-05-05 14:00,rdc 4,64
Rennes les champs libres,2012-05-05 14:00,rdc vie du citoyen,119
Rennes les champs libres,2012-05-05 14:00,1er etage vie du citoyen,35
Rennes les champs libres,2012-05-05 15:00,rdc retour,35
Rennes les champs libres,2012-05-05 15:00,rdc 2,18
Rennes les champs libres,2012-05-05 15:00,rdc 3,316
Rennes les champs libres,2012-05-05 15:00,rdc 4,114
Rennes les champs libres,2012-05-05 15:00,rdc vie du citoyen,107
Rennes les champs libres,2012-05-05 15:00,1er etage vie du citoyen,21
Rennes les champs libres,2012-05-05 16:00,rdc retour,54
Rennes les champs libres,2012-05-05 16:00,rdc 2,8
Rennes les champs libres,2012-05-05 16:00,rdc 3,372
Rennes les champs libres,2012-05-05 16:00,rdc 4,108
Rennes les champs libres,2012-05-05 16:00,rdc vie du citoyen,87
Rennes les champs libres,2012-05-05 16:00,1er etage vie du citoyen,37
Rennes les champs libres,2012-05-05 17:00,rdc retour,35
Rennes les champs libres,2012-05-05 17:00,rdc 2,2
Rennes les champs libres,2012-05-05 17:00,rdc 3,350
Rennes les champs libres,2012-05-05 17:00,rdc 4,78
Rennes les champs libres,2012-05-05 17:00,rdc vie du citoyen,92
Rennes les champs libres,2012-05-05 17:00,1er etage vie du citoyen,30
Rennes les champs libres,2012-05-05 18:00,rdc retour,25
Rennes les champs libres,2012-05-05 18:00,rdc 2,7
Rennes les champs libres,2012-05-05 18:00,rdc 3,160
Rennes les champs libres,2012-05-05 18:00,rdc 4,45
Rennes les champs libres,2012-05-05 18:00,rdc vie du citoyen,37
Rennes les champs libres,2012-05-05 18:00,1er etage vie du citoyen,12
Rennes les champs libres,2012-05-06 14:00,rdc retour,28
Rennes les champs libres,2012-05-06 14:00,rdc 2,5
Rennes les champs libres,2012-05-06 14:00,rdc 3,332
Rennes les champs libres,2012-05-06 14:00,rdc 4,61
Rennes les champs libres,2012-05-06 14:00,rdc vie du citoyen,119
Rennes les champs libres,2012-05-06 14:00,1er etage vie du citoyen,37
Rennes les champs libres,2012-05-06 15:00,rdc retour,31
Rennes les champs libres,2012-05-06 15:00,rdc 2,8
Rennes les champs libres,2012-05-06 15:00,rdc 3,292
Rennes les champs libres,2012-05-06 15:00,rdc 4,92
Rennes les champs libres,2012-05-06 15:00,rdc vie du citoyen,104
Rennes les champs libres,2012-05-06 15:00,1er etage vie du citoyen,39
Rennes les champs libres,2012-05-06 16:00,rdc retour,54
Rennes les champs libres,2012-05-06 16:00,rdc 2,4
Rennes les champs libres,2012-05-06 16:00,rdc 3,287
Rennes les champs libres,2012-05-06 16:00,rdc 4,142
Rennes les champs libres,2012-05-06 16:00,rdc vie du citoyen,103
Rennes les champs libres,2012-05-06 16:00,1er etage vie du citoyen,27
Rennes les champs libres,2012-05-06 17:00,rdc retour,36
Rennes les champs libres,2012-05-06 17:00,rdc 2,12
Rennes les champs libres,2012-05-06 17:00,rdc 3,285
Rennes les champs libres,2012-05-06 17:00,rdc 4,97
Rennes les champs libres,2012-05-06 17:00,rdc vie du citoyen,98
Rennes les champs libres,2012-05-06 17:00,1er etage vie du citoyen,27
Rennes les champs libres,2012-05-06 18:00,rdc retour,10
Rennes les champs libres,2012-05-06 18:00,rdc 2,13
Rennes les champs libres,2012-05-06 18:00,rdc 3,126
Rennes les champs libres,2012-05-06 18:00,rdc 4,58
Rennes les champs libres,2012-05-06 18:00,rdc vie du citoyen,58
Rennes les champs libres,2012-05-06 18:00,1er etage vie du citoyen,8
Rennes les champs libres,2012-05-09 12:00,rdc retour,18
Rennes les champs libres,2012-05-09 12:00,rdc 2,2
Rennes les champs libres,2012-05-09 12:00,rdc 3,216
Rennes les champs libres,2012-05-09 12:00,rdc 4,31
Rennes les champs libres,2012-05-09 12:00,rdc vie du citoyen,62
Rennes les champs libres,2012-05-09 12:00,1er etage vie du citoyen,10
Rennes les champs libres,2012-05-09 13:00,rdc retour,14
Rennes les champs libres,2012-05-09 13:00,rdc 2,3
Rennes les champs libres,2012-05-09 13:00,rdc 3,214
Rennes les champs libres,2012-05-09 13:00,rdc 4,58
Rennes les champs libres,2012-05-09 13:00,rdc vie du citoyen,68
Rennes les champs libres,2012-05-09 13:00,1er etage vie du citoyen,12
Rennes les champs libres,2012-05-09 14:00,rdc retour,19
Rennes les champs libres,2012-05-09 14:00,rdc 2,6
Rennes les champs libres,2012-05-09 14:00,rdc 3,256
Rennes les champs libres,2012-05-09 14:00,rdc 4,62
Rennes les champs libres,2012-05-09 14:00,rdc vie du citoyen,78
Rennes les champs libres,2012-05-09 14:00,1er etage vie du citoyen,15
Rennes les champs libres,2012-05-09 15:00,rdc retour,21
Rennes les champs libres,2012-05-09 15:00,rdc 2,2
Rennes les champs libres,2012-05-09 15:00,rdc 3,275
Rennes les champs libres,2012-05-09 15:00,rdc 4,61
Rennes les champs libres,2012-05-09 15:00,rdc vie du citoyen,93
Rennes les champs libres,2012-05-09 15:00,1er etage vie du citoyen,18
Rennes les champs libres,2012-05-09 16:00,rdc retour,28
Rennes les champs libres,2012-05-09 16:00,rdc 2,3
Rennes les champs libres,2012-05-09 16:00,rdc 3,264
Rennes les champs libres,2012-05-09 16:00,rdc 4,45
Rennes les champs libres,2012-05-09 16:00,rdc vie du citoyen,87
Rennes les champs libres,2012-05-09 16:00,1er etage vie du citoyen,26
Rennes les champs libres,2012-05-09 17:00,rdc retour,25
Rennes les champs libres,2012-05-09 17:00,rdc 2,5
Rennes les champs libres,2012-05-09 17:00,rdc 3,239
Rennes les champs libres,2012-05-09 17:00,rdc 4,57
Rennes les champs libres,2012-05-09 17:00,rdc vie du citoyen,88
Rennes les champs libres,2012-05-09 17:00,1er etage vie du citoyen,14
Rennes les champs libres,2012-05-09 18:00,rdc retour,15
Rennes les champs libres,2012-05-09 18:00,rdc 2,8
Rennes les champs libres,2012-05-09 18:00,rdc 3,120
Rennes les champs libres,2012-05-09 18:00,rdc 4,30
Rennes les champs libres,2012-05-09 18:00,rdc vie du citoyen,40
Rennes les champs libres,2012-05-09 18:00,1er etage vie du citoyen,11
Rennes les champs libres,2012-05-10 12:00,rdc retour,10
Rennes les champs libres,2012-05-10 12:00,rdc 2,8
Rennes les champs libres,2012-05-10 12:00,rdc 3,142
Rennes les champs libres,2012-05-10 12:00,rdc 4,39
Rennes les champs libres,2012-05-10 12:00,rdc vie du citoyen,58
Rennes les champs libres,2012-05-10 12:00,1er etage vie du citoyen,8
Rennes les champs libres,2012-05-10 13:00,rdc retour,8
Rennes les champs libres,2012-05-10 13:00,rdc 2,5
Rennes les champs libres,2012-05-10 13:00,rdc 3,178
Rennes les champs libres,2012-05-10 13:00,rdc 4,49
Rennes les champs libres,2012-05-10 13:00,rdc vie du citoyen,68
Rennes les champs libres,2012-05-10 13:00,1er etage vie du citoyen,10
Rennes les champs libres,2012-05-10 14:00,rdc retour,9
Rennes les champs libres,2012-05-10 14:00,rdc 2,2
Rennes les champs libres,2012-05-10 14:00,rdc 3,187
Rennes les champs libres,2012-05-10 14:00,rdc 4,55
Rennes les champs libres,2012-05-10 14:00,rdc vie du citoyen,86
Rennes les champs libres,2012-05-10 14:00,1er etage vie du citoyen,11
Rennes les champs libres,2012-05-10 15:00,rdc retour,15
Rennes les champs libres,2012-05-10 15:00,rdc 2,3
Rennes les champs libres,2012-05-10 15:00,rdc 3,185
Rennes les champs libres,2012-05-10 15:00,rdc 4,49
Rennes les champs libres,2012-05-10 15:00,rdc vie du citoyen,70
Rennes les champs libres,2012-05-10 15:00,1er etage vie du citoyen,24
Rennes les champs libres,2012-05-10 16:00,rdc retour,10
Rennes les champs libres,2012-05-10 16:00,rdc 2,2
Rennes les champs libres,2012-05-10 16:00,rdc 3,192
Rennes les champs libres,2012-05-10 16:00,rdc 4,56
Rennes les champs libres,2012-05-10 16:00,rdc vie du citoyen,87
Rennes les champs libres,2012-05-10 16:00,1er etage vie du citoyen,13
Rennes les champs libres,2012-05-10 17:00,rdc retour,19
Rennes les champs libres,2012-05-10 17:00,rdc 2,7
Rennes les champs libres,2012-05-10 17:00,rdc 3,215
Rennes les champs libres,2012-05-10 17:00,rdc 4,45
Rennes les champs libres,2012-05-10 17:00,rdc vie du citoyen,70
Rennes les champs libres,2012-05-10 17:00,1er etage vie du citoyen,16
Rennes les champs libres,2012-05-10 18:00,rdc retour,7
Rennes les champs libres,2012-05-10 18:00,rdc 2,8
Rennes les champs libres,2012-05-10 18:00,rdc 3,112
Rennes les champs libres,2012-05-10 18:00,rdc 4,34
Rennes les champs libres,2012-05-10 18:00,rdc vie du citoyen,58
Rennes les champs libres,2012-05-10 18:00,1er etage vie du citoyen,5
Rennes les champs libres,2012-05-11 12:00,rdc retour,8
Rennes les champs libres,2012-05-11 12:00,rdc 3,138
Rennes les champs libres,2012-05-11 12:00,rdc 4,43
Rennes les champs libres,2012-05-11 12:00,rdc vie du citoyen,51
Rennes les champs libres,2012-05-11 12:00,1er etage vie du citoyen,7
Rennes les champs libres,2012-05-11 13:00,rdc retour,10
Rennes les champs libres,2012-05-11 13:00,rdc 2,3
Rennes les champs libres,2012-05-11 13:00,rdc 3,142
Rennes les champs libres,2012-05-11 13:00,rdc 4,30
Rennes les champs libres,2012-05-11 13:00,rdc vie du citoyen,61
Rennes les champs libres,2012-05-11 13:00,1er etage vie du citoyen,10
Rennes les champs libres,2012-05-11 14:00,rdc retour,13
Rennes les champs libres,2012-05-11 14:00,rdc 2,3
Rennes les champs libres,2012-05-11 14:00,rdc 3,200
Rennes les champs libres,2012-05-11 14:00,rdc 4,76
Rennes les champs libres,2012-05-11 14:00,rdc vie du citoyen,50
Rennes les champs libres,2012-05-11 14:00,1er etage vie du citoyen,15
Rennes les champs libres,2012-05-11 15:00,rdc retour,19
Rennes les champs libres,2012-05-11 15:00,rdc 2,8
Rennes les champs libres,2012-05-11 15:00,rdc 3,182
Rennes les champs libres,2012-05-11 15:00,rdc 4,51
Rennes les champs libres,2012-05-11 15:00,rdc vie du citoyen,79
Rennes les champs libres,2012-05-11 15:00,1er etage vie du citoyen,17
Rennes les champs libres,2012-05-11 16:00,rdc retour,22
Rennes les champs libres,2012-05-11 16:00,rdc 2,3
Rennes les champs libres,2012-05-11 16:00,rdc 3,211
Rennes les champs libres,2012-05-11 16:00,rdc 4,55
Rennes les champs libres,2012-05-11 16:00,rdc vie du citoyen,100
Rennes les champs libres,2012-05-11 16:00,1er etage vie du citoyen,24
Rennes les champs libres,2012-05-11 17:00,rdc retour,15
Rennes les champs libres,2012-05-11 17:00,rdc 2,6
Rennes les champs libres,2012-05-11 17:00,rdc 3,165
Rennes les champs libres,2012-05-11 17:00,rdc 4,58
Rennes les champs libres,2012-05-11 17:00,rdc vie du citoyen,73
Rennes les champs libres,2012-05-11 17:00,1er etage vie du citoyen,21
Rennes les champs libres,2012-05-11 18:00,rdc retour,10
Rennes les champs libres,2012-05-11 18:00,rdc 2,6
Rennes les champs libres,2012-05-11 18:00,rdc 3,134
Rennes les champs libres,2012-05-11 18:00,rdc 4,32
Rennes les champs libres,2012-05-11 18:00,rdc vie du citoyen,40
Rennes les champs libres,2012-05-11 18:00,1er etage vie du citoyen,10
Rennes les champs libres,2012-05-12 14:00,rdc retour,36
Rennes les champs libres,2012-05-12 14:00,rdc 2,7
Rennes les champs libres,2012-05-12 14:00,rdc 3,410
Rennes les champs libres,2012-05-12 14:00,rdc 4,82
Rennes les champs libres,2012-05-12 14:00,rdc vie du citoyen,115
Rennes les champs libres,2012-05-12 14:00,1er etage vie du citoyen,39
Rennes les champs libres,2012-05-12 15:00,rdc retour,49
Rennes les champs libres,2012-05-12 15:00,rdc 2,14
Rennes les champs libres,2012-05-12 15:00,rdc 3,327
Rennes les champs libres,2012-05-12 15:00,rdc 4,81
Rennes les champs libres,2012-05-12 15:00,rdc vie du citoyen,74
Rennes les champs libres,2012-05-12 15:00,1er etage vie du citoyen,21
Rennes les champs libres,2012-05-12 16:00,rdc retour,23
Rennes les champs libres,2012-05-12 16:00,rdc 2,5
Rennes les champs libres,2012-05-12 16:00,rdc 3,306
Rennes les champs libres,2012-05-12 16:00,rdc 4,78
Rennes les champs libres,2012-05-12 16:00,rdc vie du citoyen,80
Rennes les champs libres,2012-05-12 16:00,1er etage vie du citoyen,23
Rennes les champs libres,2012-05-12 17:00,rdc retour,21
Rennes les champs libres,2012-05-12 17:00,rdc 2,7
Rennes les champs libres,2012-05-12 17:00,rdc 3,324
Rennes les champs libres,2012-05-12 17:00,rdc 4,82
Rennes les champs libres,2012-05-12 17:00,rdc vie du citoyen,84
Rennes les champs libres,2012-05-12 17:00,1er etage vie du citoyen,29
Rennes les champs libres,2012-05-12 18:00,rdc retour,22
Rennes les champs libres,2012-05-12 18:00,rdc 2,10
Rennes les champs libres,2012-05-12 18:00,rdc 3,153
Rennes les champs libres,2012-05-12 18:00,rdc 4,39
Rennes les champs libres,2012-05-12 18:00,rdc vie du citoyen,34
Rennes les champs libres,2012-05-12 18:00,1er etage vie du citoyen,13
Rennes les champs libres,2012-05-13 14:00,rdc retour,14
Rennes les champs libres,2012-05-13 14:00,rdc 2,3
Rennes les champs libres,2012-05-13 14:00,rdc 3,304
Rennes les champs libres,2012-05-13 14:00,rdc 4,41
Rennes les champs libres,2012-05-13 14:00,rdc vie du citoyen,117
Rennes les champs libres,2012-05-13 14:00,1er etage vie du citoyen,41
Rennes les champs libres,2012-05-13 15:00,rdc retour,17
Rennes les champs libres,2012-05-13 15:00,rdc 2,4
Rennes les champs libres,2012-05-13 15:00,rdc 3,196
Rennes les champs libres,2012-05-13 15:00,rdc 4,68
Rennes les champs libres,2012-05-13 15:00,rdc vie du citoyen,84
Rennes les champs libres,2012-05-13 15:00,1er etage vie du citoyen,19
Rennes les champs libres,2012-05-13 16:00,rdc retour,22
Rennes les champs libres,2012-05-13 16:00,rdc 2,3
Rennes les champs libres,2012-05-13 16:00,rdc 3,236
Rennes les champs libres,2012-05-13 16:00,rdc 4,81
Rennes les champs libres,2012-05-13 16:00,rdc vie du citoyen,92
Rennes les champs libres,2012-05-13 16:00,1er etage vie du citoyen,31
