location,date,origin,entries
Rennes les champs libres,2012-01-28 17:00,rdc 3,342
Rennes les champs libres,2012-01-28 17:00,rdc 4,95
Rennes les champs libres,2012-01-28 17:00,rdc retour,48
Rennes les champs libres,2012-01-28 17:00,rdc vie du citoyen,146
Rennes les champs libres,2012-01-28 18:00,1er etage vie du citoyen,15
Rennes les champs libres,2012-01-28 18:00,rdc 2,5
Rennes les champs libres,2012-01-28 18:00,rdc 3,174
Rennes les champs libres,2012-01-28 18:00,rdc 4,77
Rennes les champs libres,2012-01-28 18:00,rdc retour,25
Rennes les champs libres,2012-01-28 18:00,rdc vie du citoyen,64
Rennes les champs libres,2012-01-29 14:00,1er etage vie du citoyen,40
Rennes les champs libres,2012-01-29 14:00,rdc 2,4
Rennes les champs libres,2012-01-29 14:00,rdc 3,455
Rennes les champs libres,2012-01-29 14:00,rdc 4,79
Rennes les champs libres,2012-01-29 14:00,rdc retour,33
Rennes les champs libres,2012-01-29 14:00,rdc vie du citoyen,171
Rennes les champs libres,2012-01-29 15:00,1er etage vie du citoyen,28
Rennes les champs libres,2012-01-29 15:00,rdc 2,6
Rennes les champs libres,2012-01-29 15:00,rdc 3,408
Rennes les champs libres,2012-01-29 15:00,rdc 4,117
Rennes les champs libres,2012-01-29 15:00,rdc retour,40
Rennes les champs libres,2012-01-29 15:00,rdc vie du citoyen,165
Rennes les champs libres,2012-01-29 16:00,1er etage vie du citoyen,42
Rennes les champs libres,2012-01-29 16:00,rdc 2,17
Rennes les champs libres,2012-01-29 16:00,rdc 3,414
Rennes les champs libres,2012-01-29 16:00,rdc 4,145
Rennes les champs libres,2012-01-29 16:00,rdc retour,53
Rennes les champs libres,2012-01-29 16:00,rdc vie du citoyen,170
Rennes les champs libres,2012-01-29 17:00,1er etage vie du citoyen,38
Rennes les champs libres,2012-01-29 17:00,rdc 2,17
Rennes les champs libres,2012-01-29 17:00,rdc 3,389
Rennes les champs libres,2012-01-29 17:00,rdc 4,109
Rennes les champs libres,2012-01-29 17:00,rdc retour,44
Rennes les champs libres,2012-01-29 17:00,rdc vie du citoyen,168
Rennes les champs libres,2012-01-29 18:00,1er etage vie du citoyen,18
Rennes les champs libres,2012-01-29 18:00,rdc 2,5
Rennes les champs libres,2012-01-29 18:00,rdc 3,190
Rennes les champs libres,2012-01-29 18:00,rdc 4,55
Rennes les champs libres,2012-01-29 18:00,rdc retour,21
Rennes les champs libres,2012-01-29 18:00,rdc vie du citoyen,69
Rennes les champs libres,2012-01-31 12:00,1er etage vie du citoyen,11
Rennes les champs libres,2012-01-31 12:00,rdc 2,9
Rennes les champs libres,2012-01-31 12:00,rdc 3,197
Rennes les champs libres,2012-01-31 12:00,rdc 4,45
Rennes les champs libres,2012-01-31 12:00,rdc retour,23
Rennes les champs libres,2012-01-31 12:00,rdc vie du citoyen,56
Rennes les champs libres,2012-01-31 13:00,1er etage vie du citoyen,12
Rennes les champs libres,2012-01-31 13:00,rdc 2,1
Rennes les champs libres,2012-01-31 13:00,rdc 3,187
Rennes les champs libres,2012-01-31 13:00,rdc 4,41
Rennes les champs libres,2012-01-31 13:00,rdc retour,4
Rennes les champs libres,2012-01-31 13:00,rdc vie du citoyen,46
Rennes les champs libres,2012-01-31 14:00,1er etage vie du citoyen,17
Rennes les champs libres,2012-01-31 14:00,rdc 2,2
Rennes les champs libres,2012-01-31 14:00,rdc 3,211
Rennes les champs libres,2012-01-31 14:00,rdc 4,43
Rennes les champs libres,2012-01-31 14:00,rdc retour,9
Rennes les champs libres,2012-01-31 14:00,rdc vie du citoyen,76
Rennes les champs libres,2012-01-31 15:00,1er etage vie du citoyen,19
Rennes les champs libres,2012-01-31 15:00,rdc 2,14
Rennes les champs libres,2012-01-31 15:00,rdc 3,279
Rennes les champs libres,2012-01-31 15:00,rdc 4,74
Rennes les champs libres,2012-01-31 15:00,rdc retour,12
Rennes les champs libres,2012-01-31 15:00,rdc vie du citoyen,97
Rennes les champs libres,2012-01-31 16:00,1er etage vie du citoyen,22
Rennes les champs libres,2012-01-31 16:00,rdc 2,1
Rennes les champs libres,2012-01-31 16:00,rdc 3,288
Rennes les champs libres,2012-01-31 16:00,rdc 4,64
Rennes les champs libres,2012-01-31 16:00,rdc retour,11
Rennes les champs libres,2012-01-31 16:00,rdc vie du citoyen,100
Rennes les champs libres,2012-01-31 17:00,1er etage vie du citoyen,25
Rennes les champs libres,2012-01-31 17:00,rdc 2,5
Rennes les champs libres,2012-01-31 17:00,rdc 3,260
Rennes les champs libres,2012-01-31 17:00,rdc 4,81
Rennes les champs libres,2012-01-31 17:00,rdc retour,11
Rennes les champs libres,2012-01-31 17:00,rdc vie du citoyen,100
Rennes les champs libres,2012-01-31 18:00,1er etage vie du citoyen,25
Rennes les champs libres,2012-01-31 18:00,rdc 2,6
Rennes les champs libres,2012-01-31 18:00,rdc 3,204
Rennes les champs libres,2012-01-31 18:00,rdc 4,64
Rennes les champs libres,2012-01-31 18:00,rdc retour,9
Rennes les champs libres,2012-01-31 18:00,rdc vie du citoyen,163
Rennes les champs libres,2012-01-31 19:00,1er etage vie du citoyen,13
Rennes les champs libres,2012-01-31 19:00,rdc 2,6
Rennes les champs libres,2012-01-31 19:00,rdc 3,127
Rennes les champs libres,2012-01-31 19:00,rdc 4,25
Rennes les champs libres,2012-01-31 19:00,rdc retour,5
Rennes les champs libres,2012-01-31 19:00,rdc vie du citoyen,73
Rennes les champs libres,2012-01-31 20:00,1er etage vie du citoyen,14
Rennes les champs libres,2012-01-31 20:00,rdc 2,3
Rennes les champs libres,2012-01-31 20:00,rdc 3,45
Rennes les champs libres,2012-01-31 20:00,rdc 4,16
Rennes les champs libres,2012-01-31 20:00,rdc retour,7
Rennes les champs libres,2012-01-31 20:00,rdc vie du citoyen,14
Rennes les champs libres,2012-02-01 12:00,1er etage vie du citoyen,9
Rennes les champs libres,2012-02-01 12:00,rdc 2,3
Rennes les champs libres,2012-02-01 12:00,rdc 3,167
Rennes les champs libres,2012-02-01 12:00,rdc 4,43
Rennes les champs libres,2012-02-01 12:00,rdc retour,9
Rennes les champs libres,2012-02-01 12:00,rdc vie du citoyen,49
Rennes les champs libres,2012-02-01 13:00,1er etage vie du citoyen,11
Rennes les champs libres,2012-02-01 13:00,rdc 2,6
Rennes les champs libres,2012-02-01 13:00,rdc 3,213
Rennes les champs libres,2012-02-01 13:00,rdc 4,62
Rennes les champs libres,2012-02-01 13:00,rdc retour,15
Rennes les champs libres,2012-02-01 13:00,rdc vie du citoyen,103
Rennes les champs libres,2012-02-01 14:00,1er etage vie du citoyen,18
Rennes les champs libres,2012-02-01 14:00,rdc 2,4
Rennes les champs libres,2012-02-01 14:00,rdc 3,257
Rennes les champs libres,2012-02-01 14:00,rdc 4,79
Rennes les champs libres,2012-02-01 14:00,rdc retour,14
Rennes les champs libres,2012-02-01 14:00,rdc vie du citoyen,65
Rennes les champs libres,2012-02-01 15:00,1er etage vie du citoyen,30
Rennes les champs libres,2012-02-01 15:00,rdc 2,2
Rennes les champs libres,2012-02-01 15:00,rdc 3,254
Rennes les champs libres,2012-02-01 15:00,rdc 4,69
Rennes les champs libres,2012-02-01 15:00,rdc retour,21
Rennes les champs libres,2012-02-01 15:00,rdc vie du citoyen,97
Rennes les champs libres,2012-02-01 16:00,1er etage vie du citoyen,18
Rennes les champs libres,2012-02-01 16:00,rdc 2,17
Rennes les champs libres,2012-02-01 16:00,rdc 3,329
Rennes les champs libres,2012-02-01 16:00,rdc 4,74
Rennes les champs libres,2012-02-01 16:00,rdc retour,23
Rennes les champs libres,2012-02-01 16:00,rdc vie du citoyen,107
Rennes les champs libres,2012-02-01 17:00,1er etage vie du citoyen,20
Rennes les champs libres,2012-02-01 17:00,rdc 2,7
Rennes les champs libres,2012-02-01 17:00,rdc 3,260
Rennes les champs libres,2012-02-01 17:00,rdc 4,70
Rennes les champs libres,2012-02-01 17:00,rdc retour,30
Rennes les champs libres,2012-02-01 17:00,rdc vie du citoyen,84
Rennes les champs libres,2012-02-01 18:00,1er etage vie du citoyen,7
Rennes les champs libres,2012-02-01 18:00,rdc 2,3
Rennes les champs libres,2012-02-01 18:00,rdc 3,128
Rennes les champs libres,2012-02-01 18:00,rdc 4,39
Rennes les champs libres,2012-02-01 18:00,rdc retour,12
Rennes les champs libres,2012-02-01 18:00,rdc vie du citoyen,55
Rennes les champs libres,2012-02-02 12:00,1er etage vie du citoyen,6
Rennes les champs libres,2012-02-02 12:00,rdc 2,4
Rennes les champs libres,2012-02-02 12:00,rdc 3,121
Rennes les champs libres,2012-02-02 12:00,rdc 4,31
Rennes les champs libres,2012-02-02 12:00,rdc retour,7
Rennes les champs libres,2012-02-02 12:00,rdc vie du citoyen,50
Rennes les champs libres,2012-02-02 13:00,1er etage vie du citoyen,6
Rennes les champs libres,2012-02-02 13:00,rdc 2,4
Rennes les champs libres,2012-02-02 13:00,rdc 3,154
Rennes les champs libres,2012-02-02 13:00,rdc 4,37
Rennes les champs libres,2012-02-02 13:00,rdc retour,6
Rennes les champs libres,2012-02-02 13:00,rdc vie du citoyen,56
Rennes les champs libres,2012-02-02 14:00,1er etage vie du citoyen,11
Rennes les champs libres,2012-02-02 14:00,rdc 2,5
Rennes les champs libres,2012-02-02 14:00,rdc 3,187
Rennes les champs libres,2012-02-02 14:00,rdc 4,47
Rennes les champs libres,2012-02-02 14:00,rdc retour,19
Rennes les champs libres,2012-02-02 14:00,rdc vie du citoyen,55
Rennes les champs libres,2012-02-02 15:00,1er etage vie du citoyen,8
Rennes les champs libres,2012-02-02 15:00,rdc 2,6
Rennes les champs libres,2012-02-02 15:00,rdc 3,156
Rennes les champs libres,2012-02-02 15:00,rdc 4,56
Rennes les champs libres,2012-02-02 15:00,rdc retour,5
Rennes les champs libres,2012-02-02 15:00,rdc vie du citoyen,103
Rennes les champs libres,2012-02-02 16:00,1er etage vie du citoyen,25
Rennes les champs libres,2012-02-02 16:00,rdc 2,4
Rennes les champs libres,2012-02-02 16:00,rdc 3,215
Rennes les champs libres,2012-02-02 16:00,rdc 4,50
Rennes les champs libres,2012-02-02 16:00,rdc retour,13
Rennes les champs libres,2012-02-02 16:00,rdc vie du citoyen,90
Rennes les champs libres,2012-02-02 17:00,1er etage vie du citoyen,8
Rennes les champs libres,2012-02-02 17:00,rdc 2,7
Rennes les champs libres,2012-02-02 17:00,rdc 3,193
Rennes les champs libres,2012-02-02 17:00,rdc 4,54
Rennes les champs libres,2012-02-02 17:00,rdc retour,18
Rennes les champs libres,2012-02-02 17:00,rdc vie du citoyen,73
Rennes les champs libres,2012-02-02 18:00,1er etage vie du citoyen,8
Rennes les champs libres,2012-02-02 18:00,rdc 2,8
Rennes les champs libres,2012-02-02 18:00,rdc 3,93
Rennes les champs libres,2012-02-02 18:00,rdc 4,29
Rennes les champs libres,2012-02-02 18:00,rdc retour,7
Rennes les champs libres,2012-02-02 18:00,rdc vie du citoyen,33
Rennes les champs libres,2012-02-03 12:00,1er etage vie du citoyen,12
Rennes les champs libres,2012-02-03 12:00,rdc 2,3
Rennes les champs libres,2012-02-03 12:00,rdc 3,101
Rennes les champs libres,2012-02-03 12:00,rdc 4,35
Rennes les champs libres,2012-02-03 12:00,rdc retour,8
Rennes les champs libres,2012-02-03 12:00,rdc vie du citoyen,51
Rennes les champs libres,2012-02-03 13:00,1er etage vie du citoyen,8
Rennes les champs libres,2012-02-03 13:00,rdc 3,137
Rennes les champs libres,2012-02-03 13:00,rdc 4,31
Rennes les champs libres,2012-02-03 13:00,rdc retour,6
Rennes les champs libres,2012-02-03 13:00,rdc vie du citoyen,52
Rennes les champs libres,2012-02-03 14:00,1er etage vie du citoyen,11
Rennes les champs libres,2012-02-03 14:00,rdc 2,2
Rennes les champs libres,2012-02-03 14:00,rdc 3,170
Rennes les champs libres,2012-02-03 14:00,rdc 4,52
Rennes les champs libres,2012-02-03 14:00,rdc retour,9
Rennes les champs libres,2012-02-03 14:00,rdc vie du citoyen,86
Rennes les champs libres,2012-02-03 15:00,1er etage vie du citoyen,8
Rennes les champs libres,2012-02-03 15:00,rdc 2,5
Rennes les champs libres,2012-02-03 15:00,rdc 3,206
Rennes les champs libres,2012-02-03 15:00,rdc 4,53
Rennes les champs libres,2012-02-03 15:00,rdc retour,24
Rennes les champs libres,2012-02-03 15:00,rdc vie du citoyen,62
Rennes les champs libres,2012-02-03 16:00,1er etage vie du citoyen,16
Rennes les champs libres,2012-02-03 16:00,rdc 2,8
Rennes les champs libres,2012-02-03 16:00,rdc 3,220
Rennes les champs libres,2012-02-03 16:00,rdc 4,63
Rennes les champs libres,2012-02-03 16:00,rdc retour,12
Rennes les champs libres,2012-02-03 16:00,rdc vie du citoyen,80
Rennes les champs libres,2012-02-03 17:00,1er etage vie du citoyen,12
Rennes les champs libres,2012-02-03 17:00,rdc 3,203
Rennes les champs libres,2012-02-03 17:00,rdc 4,34
Rennes les champs libres,2012-02-03 17:00,rdc retour,9
Rennes les champs libres,2012-02-03 17:00,rdc vie du citoyen,80
Rennes les champs libres,2012-02-03 18:00,1er etage vie du citoyen,7
Rennes les champs libres,2012-02-03 18:00,rdc 2,3
Rennes les champs libres,2012-02-03 18:00,rdc 3,112
Rennes les champs libres,2012-02-03 18:00,rdc 4,34
Rennes les champs libres,2012-02-03 18:00,rdc retour,10
Rennes les champs libres,2012-02-03 18:00,rdc vie du citoyen,38
Rennes les champs libres,2012-02-04 14:00,1er etage vie du citoyen,28
Rennes les champs libres,2012-02-04 14:00,rdc 2,6
Rennes les champs libres,2012-02-04 14:00,rdc 3,441
Rennes les champs libres,2012-02-04 14:00,rdc 4,63
Rennes les champs libres,2012-02-04 14:00,rdc retour,31
Rennes les champs libres,2012-02-04 14:00,rdc vie du citoyen,125
Rennes les champs libres,2012-02-04 15:00,1er etage vie du citoyen,40
Rennes les champs libres,2012-02-04 15:00,rdc 2,9
Rennes les champs libres,2012-02-04 15:00,rdc 3,393
Rennes les champs libres,2012-02-04 15:00,rdc 4,87
Rennes les champs libres,2012-02-04 15:00,rdc retour,35
Rennes les champs libres,2012-02-04 15:00,rdc vie du citoyen,119
Rennes les champs libres,2012-02-04 16:00,1er etage vie du citoyen,24
Rennes les champs libres,2012-02-04 16:00,rdc 2,11
Rennes les champs libres,2012-02-04 16:00,rdc 3,391
Rennes les champs libres,2012-02-04 16:00,rdc 4,102
Rennes les champs libres,2012-02-04 16:00,rdc retour,39
Rennes les champs libres,2012-02-04 16:00,rdc vie du citoyen,113
Rennes les champs libres,2012-02-04 17:00,1er etage vie du citoyen,25
Rennes les champs libres,2012-02-04 17:00,rdc 2,4
Rennes les champs libres,2012-02-04 17:00,rdc 3,369
Rennes les champs libres,2012-02-04 17:00,rdc 4,89
Rennes les champs libres,2012-02-04 17:00,rdc retour,29
Rennes les champs libres,2012-02-04 17:00,rdc vie du citoyen,98
Rennes les champs libres,2012-02-04 18:00,1er etage vie du citoyen,18
Rennes les champs libres,2012-02-04 18:00,rdc 2,9
Rennes les champs libres,2012-02-04 18:00,rdc 3,171
Rennes les champs libres,2012-02-04 18:00,rdc 4,51
Rennes les champs libres,2012-02-04 18:00,rdc retour,17
Rennes les champs libres,2012-02-04 18:00,rdc vie du citoyen,47
Rennes les champs libres,2012-02-05 14:00,1er etage vie du citoyen,51
Rennes les champs libres,2012-02-05 14:00,rdc 2,18
Rennes les champs libres,2012-02-05 14:00,rdc 3,501
Rennes les champs libres,2012-02-05 14:00,rdc 4,215
Rennes les champs libres,2012-02-05 14:00,rdc retour,23
Rennes les champs libres,2012-02-05 14:00,rdc vie du citoyen,119
Rennes les champs libres,2012-02-05 15:00,1er etage vie du citoyen,57
Rennes les champs libres,2012-02-05 15:00,rdc 2,25
Rennes les champs libres,2012-02-05 15:00,rdc 3,709
Rennes les champs libres,2012-02-05 15:00,rdc 4,335
Rennes les champs libres,2012-02-05 15:00,rdc retour,49
Rennes les champs libres,2012-02-05 15:00,rdc vie du citoyen,138
Rennes les champs libres,2012-02-05 16:00,1er etage vie du citoyen,36
Rennes les champs libres,2012-02-05 16:00,rdc 2,18
Rennes les champs libres,2012-02-05 16:00,rdc 3,551
Rennes les champs libres,2012-02-05 16:00,rdc 4,257
Rennes les champs libres,2012-02-05 16:00,rdc retour,31
Rennes les champs libres,2012-02-05 16:00,rdc vie du citoyen,144
Rennes les champs libres,2012-02-05 17:00,1er etage vie du citoyen,59
Rennes les champs libres,2012-02-05 17:00,rdc 2,38
Rennes les champs libres,2012-02-05 17:00,rdc 3,527
Rennes les champs libres,2012-02-05 17:00,rdc 4,256
Rennes les champs libres,2012-02-05 17:00,rdc retour,52
Rennes les champs libres,2012-02-05 17:00,rdc vie du citoyen,143
Rennes les champs libres,2012-02-05 18:00,1er etage vie du citoyen,39
Rennes les champs libres,2012-02-05 18:00,rdc 2,103
Rennes les champs libres,2012-02-05 18:00,rdc 3,168
Rennes les champs libres,2012-02-05 18:00,rdc 4,265
Rennes les champs libres,2012-02-05 18:00,rdc retour,34
Rennes les champs libres,2012-02-05 18:00,rdc vie du citoyen,82
Rennes les champs libres,2012-02-07 12:00,1er etage vie du citoyen,9
Rennes les champs libres,2012-02-07 12:00,rdc 2,5
Rennes les champs libres,2012-02-07 12:00,rdc 3,167
Rennes les champs libres,2012-02-07 12:00,rdc 4,36
Rennes les champs libres,2012-02-07 12:00,rdc retour,11
Rennes les champs libres,2012-02-07 12:00,rdc vie du citoyen,53
Rennes les champs libres,2012-02-07 13:00,1er etage vie du citoyen,11
Rennes les champs libres,2012-02-07 13:00,rdc 2,4
Rennes les champs libres,2012-02-07 13:00,rdc 3,184
Rennes les champs libres,2012-02-07 13:00,rdc 4,49
Rennes les champs libres,2012-02-07 13:00,rdc retour,10
Rennes les champs libres,2012-02-07 13:00,rdc vie du citoyen,55
Rennes les champs libres,2012-02-07 14:00,1er etage vie du citoyen,9
Rennes les champs libres,2012-02-07 14:00,rdc 2,10
Rennes les champs libres,2012-02-07 14:00,rdc 3,231
Rennes les champs libres,2012-02-07 14:00,rdc 4,47
Rennes les champs libres,2012-02-07 14:00,rdc retour,18
Rennes les champs libres,2012-02-07 14:00,rdc vie du citoyen,62
Rennes les champs libres,2012-02-07 15:00,1er etage vie du citoyen,15
Rennes les champs libres,2012-02-07 15:00,rdc 2,2
Rennes les champs libres,2012-02-07 15:00,rdc 3,233
Rennes les champs libres,2012-02-07 15:00,rdc 4,65
Rennes les champs libres,2012-02-07 15:00,rdc retour,17
Rennes les champs libres,2012-02-07 15:00,rdc vie du citoyen,78
Rennes les champs libres,2012-02-07 16:00,1er etage vie du citoyen,22
Rennes les champs libres,2012-02-07 16:00,rdc 2,7
Rennes les champs libres,2012-02-07 16:00,rdc 3,257
Rennes les champs libres,2012-02-07 16:00,rdc 4,79
Rennes les champs libres,2012-02-07 16:00,rdc retour,13
Rennes les champs libres,2012-02-07 16:00,rdc vie du citoyen,88
Rennes les champs libres,2012-02-07 17:00,1er etage vie du citoyen,20
Rennes les champs libres,2012-02-07 17:00,rdc 2,9
Rennes les champs libres,2012-02-07 17:00,rdc 3,246
Rennes les champs libres,2012-02-07 17:00,rdc 4,74
Rennes les champs libres,2012-02-07 17:00,rdc retour,16
Rennes les champs libres,2012-02-07 17:00,rdc vie du citoyen,82
Rennes les champs libres,2012-02-07 18:00,1er etage vie du citoyen,20
Rennes les champs libres,2012-02-07 18:00,rdc 2,5
Rennes les champs libres,2012-02-07 18:00,rdc 3,214
Rennes les champs libres,2012-02-07 18:00,rdc 4,51
Rennes les champs libres,2012-02-07 18:00,rdc retour,20
Rennes les champs libres,2012-02-07 18:00,rdc vie du citoyen,79
Rennes les champs libres,2012-02-07 19:00,1er etage vie du citoyen,14
Rennes les champs libres,2012-02-07 19:00,rdc 2,5
Rennes les champs libres,2012-02-07 19:00,rdc 3,133
Rennes les champs libres,2012-02-07 19:00,rdc 4,29
Rennes les champs libres,2012-02-07 19:00,rdc retour,8
Rennes les champs libres,2012-02-07 19:00,rdc vie du citoyen,23
Rennes les champs libres,2012-02-07 20:00,1er etage vie du citoyen,3
Rennes les champs libres,2012-02-07 20:00,rdc 2,3
Rennes les champs libres,2012-02-07 20:00,rdc 3,47
Rennes les champs libres,2012-02-07 20:00,rdc 4,25
Rennes les champs libres,2012-02-07 20:00,rdc retour,5
Rennes les champs libres,2012-02-07 20:00,rdc vie du citoyen,15
Rennes les champs libres,2012-02-08 12:00,1er etage vie du citoyen,16
Rennes les champs libres,2012-02-08 12:00,rdc 2,2
